Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_omni_link,-0.0496363166470292,0.0854999999999993,-0.0550159209504048,0,0,0,0.0436961708725907,8.26418170156122E-06,-1.35666142319353E-21,0,1.22169503534259E-05,-1.59157965780092E-21,8.26418170156122E-06,-0.0496363166470292,0.0854999999999992,-0.0550159209504048,-3.14159265358979,0.383972435438753,3.14159265358979,package://bowser_color/meshes/right_omni_link.3dxml,0.792156862745098,0.819607843137255,0.933333333333333,1,-0.0496363166470292,0.0854999999999992,-0.0550159209504048,-3.14159265358979,0.383972435438753,3.14159265358979,package://bowser_color/meshes/right_omni_link.3dxml,,bowser_tire_omni_assem-2/bowser_tire_omni_48mm-1,right_omni_coodinate,right_omni_axis,right_omni,continuous,0.00199999999999722,-0.0679999999999992,-0.00799999999999873,0,0,0,base_link,0,1,0,,,,,,,,,,,,
left_omni_link,-0.0496363166470292,-0.0505000000000007,-0.0550159209504048,0,0,0,0.0436961708725907,8.26418170156122E-06,-8.67236938537413E-22,4.2351647362715E-22,1.22169503534259E-05,-1.8255628609056E-21,8.26418170156122E-06,-0.0496363166470292,-0.0505000000000007,-0.0550159209504048,3.14159265358979,0.383972435438753,3.14159265358979,package://bowser_color/meshes/left_omni_link.3dxml,0.792156862745098,0.819607843137255,0.933333333333333,1,-0.0496363166470292,-0.0505000000000007,-0.0550159209504048,3.14159265358979,0.383972435438753,3.14159265358979,package://bowser_color/meshes/left_omni_link.3dxml,,bowser_tire_omni_assem-3/bowser_tire_omni_48mm-1,left_omni_coodinate,left_omni_axis,left_omni,continuous,0.00199999999999724,0.0680000000000007,-0.00799999999999879,0,0,0,base_link,0,-1,0,,,,,,,,,,,,
center_omni_link,-0.0496363166470319,0.0175,-0.0405159209504036,0,0,0,0.0436961708725907,8.81887412108495E-06,-1.83057349763989E-21,-1.37291191525285E-06,8.26418170156122E-06,-1.6685675956406E-21,1.16622579339021E-05,-0.0496363166470319,0.0175,-0.0405159209504035,-3.14159265358979,0.383972435438753,-3.14159265358979,package://bowser_color/meshes/center_omni_link.3dxml,0.792156862745098,0.819607843137255,0.933333333333333,1,-0.0496363166470319,0.0175,-0.0405159209504035,-3.14159265358979,0.383972435438753,-3.14159265358979,package://bowser_color/meshes/center_omni_link.3dxml,,bowser_tire_omni_assem-1/bowser_tire_omni_48mm-1,center_omni_coodinate,center_omni_axis,center_omni,continuous,0.00199999999999995,0,-0.0225,0,0,0,base_link,0,0,1,,,,,,,,,,,,
right_leg_link,0.0211688897631673,-0.0622954767659149,0.0270355334663048,0,0,0,0.0389714012763401,5.56461883529681E-06,1.9967389357433E-07,2.69693720567139E-08,5.41426279285964E-06,-4.16843504968475E-08,5.65176552055112E-06,0.0155320374883209,-0.0544358117950135,0.00400000000000031,4.68267558328441E-15,-3.13037374448842E-15,-2.53072741539178,package://bowser_color/meshes/right_leg_link.3dxml,1,0.8,0.2,1,0.0155320374883209,-0.0544358117950135,0.00400000000000031,4.68267558328441E-15,-3.13037374448842E-15,-2.53072741539178,package://bowser_color/meshes/right_leg_link.3dxml,,bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_leg_gear_M1_30-1;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_gear_fix-1;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_connect_part-1;bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link3_assem-1/KRS3300_scale_assem-1/KRS3300_scale-1,dual_leg_link_right_coodinate,dual_leg_link_right_axis,right_leg,continuous,-0.0319818429362717,-0.0360000172262382,-0.052376964048899,2.91387238966003,-0.311891844835697,0.64681963697831,base_link,0,0,-1,,,,,,,,,,,,
right_leg_link1,0.00119261561863734,0.0615826349960066,-0.00389045112534623,0,0,0,0.00661141153462385,1.74056775824804E-06,8.45524886734919E-07,-4.36270188277787E-07,1.12507597604239E-06,-6.23058399789936E-07,1.80949469837897E-06,0.0155320265254325,0.080142731906048,-0.0125451664565899,-2.77671934805724,0.244842862155154,2.5761172062619,package://bowser_color/meshes/right_leg_link1.3dxml,1,0.8,0.2,1,0.0155320265254325,0.080142731906048,-0.0125451664565899,-2.77671934805724,0.244842862155154,2.5761172062619,package://bowser_color/meshes/right_leg_link1.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link3_assem-1/bowser_leg_foot_link3_servo_hone-1,right_leg_link1_coodinate,right_leg_link1_axis,right_leg1,continuous,0,0.0234999866469598,0.0265000000000077,-2.7052603405912,0,0,right_leg_link,1,0,0,,,,,,,,,,,,
right_leg_link2,-0.0886805625020914,0.0925862028759563,-0.061369987376457,0,0,0,0.0523990895017907,8.9217792158087E-06,5.42801899274871E-07,6.68364367893434E-07,8.50846128902019E-06,1.00944033325595E-06,9.13260129735795E-06,-0.0724940125970381,0.0794614895134548,-0.0759357987991357,-2.27806788622044,0.489116666389122,-2.63901107573773,package://bowser_color/meshes/right_leg_link2.3dxml,0.4,0.4,0.4,1,-0.0724940125970381,0.0794614895134548,-0.0759357987991357,-2.27806788622044,0.489116666389122,-2.63901107573773,package://bowser_color/meshes/right_leg_link2.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link2_assem-2/KRS3300_scale_assem-1/KRS3300_scale-1;bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link2_assem-2/bowser_leg_foot_link2_servo_hone-1;bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link1_assem-1/KRS3300_scale_assem-1/KRS3300_scale-1,right_leg_link2_coodinate,right_leg_link2_axis,right_leg2,continuous,0,-0.05,0,0.35073311631599,0.397153166773405,-0.813206081693525,right_leg_link1,0.633687274224637,0.773589321594959,0,,,,,,,,,,,,
right_leg_link3,0.0124840534691637,0.0775636114477696,0.0880047600025333,0,0,0,0.0254356819187665,8.81326699060047E-06,3.14383636347012E-07,8.19460334593935E-08,8.58681729317386E-06,1.10974778297031E-07,1.57070593976257E-05,0.0155320265254159,0.0814744335350602,0.0728833113409256,-3.14159265358979,3.08780254995788E-16,2.53072741539178,package://bowser_color/meshes/right_leg_link3.3dxml,1,0.8,0.2,1,0.0155320265254159,0.0814744335350602,0.0728833113409256,-3.14159265358979,3.08780254995788E-16,2.53072741539178,package://bowser_color/meshes/right_leg_link3.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link1_assem-1/bowser_leg_foot_link1_main-1;bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link1_assem-1/KRS3300_scale_assem-1/02159_SmallFreeHornC-2;bowser_leg_dual_assem-1/bowser_leg_assem-2/bowser_leg_foot_link1_assem-1/bowser_leg_foot_link1_servo_hone-1,right_leg_link3_coodinate,right_leg_link3_axis,right_leg3,continuous,0,0,-0.0509999999999931,-0.959931088596903,0,0.88448591713094,right_leg_link2,-1,0,0,,,,,,,,,,,,
left_leg_link,0.000914602095485494,0.0337505664280697,0.0270355333896533,0,0,0,0.0389714013100235,5.56019900614236E-06,-2.01282579905887E-07,-4.83945261831148E-08,5.41868260081159E-06,-1.1086058805193E-08,5.65176552704427E-06,-0.00454314865356559,0.0257654769359373,0.00399999999999986,7.04429966175573E-15,5.87160346137124E-17,2.53072741539178,package://bowser_color/meshes/left_leg_link.3dxml,1,0.8,0.2,1,-0.00454314865356559,0.0257654769359373,0.00399999999999986,7.04429966175573E-15,5.87160346137124E-17,2.53072741539178,package://bowser_color/meshes/left_leg_link.3dxml,,bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_leg_gear_M1_30-2;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_gear_fix-2;bowser_leg_dual_assem-1/bowser_leg_dual_assem_main-1/bowser_leg_yaw_link_connect_part-2;bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link3_assem-1/KRS3300_scale_assem-1/KRS3300_scale-1,dual_leg_link_left_coodinate,dual_leg_link_left_axis,left_leg,continuous,-0.0319818417586106,0.0360000000896287,-0.0523769635730931,-2.91387238966002,-0.311891844835693,-0.64681963697831,base_link,0,0,-1,,,,,,,,,,,,
left_leg_link1,0.0188825596225592,-0.0355984993110202,-0.00822615036758906,0,0,0,0.00661141153462384,1.74056775824802E-06,-8.4552488673494E-07,-4.36270188277761E-07,1.12507597604235E-06,6.23058399789902E-07,1.80949469837902E-06,0.00454314874685075,-0.0541585962283513,0.000428564999422994,-0.364873305532512,-0.244842862155159,-0.565475447327903,package://bowser_color/meshes/left_leg_link1.3dxml,1,0.8,0.2,1,0.00454314874685075,-0.0541585962283513,0.000428564999422994,-0.364873305532512,-0.244842862155159,-0.565475447327903,package://bowser_color/meshes/left_leg_link1.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link3_assem-1/bowser_leg_foot_link3_servo_hone-1,left_leg_link1_coodinate,left_leg_link1_axis,left_leg1,continuous,0,-0.0234999999558904,0.0265000000001133,0.436332312998574,0,-3.14159265358978,left_leg_link,-1,0,0,,,,,,,,,,,,
left_leg_link2,-0.0886523642305189,-0.0666180206414848,-0.0378376493626691,0,0,0,0.0523990894756317,8.90571663540611E-06,-5.48648198232392E-07,7.19969555042885E-07,8.52452386521291E-06,-9.73305992073949E-07,9.13260129674984E-06,-0.0724940125970807,-0.0535108013229157,-0.0524504462908491,2.27806788622048,0.489116666389108,2.63901107573777,package://bowser_color/meshes/left_leg_link2.3dxml,0.4,0.4,0.4,1,-0.0724940125970807,-0.0535108013229157,-0.0524504462908491,2.27806788622048,0.489116666389108,2.63901107573777,package://bowser_color/meshes/left_leg_link2.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link1_assem-1/KRS3300_scale_assem-1/KRS3300_scale-1;bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link2_assem-2/KRS3300_scale_assem-1/KRS3300_scale-1;bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link2_assem-2/bowser_leg_foot_link2_servo_hone-1,left_leg_link2_coodinate,left_leg_link2_axis,left_leg2,continuous,0,0.05,0,2.79085953727377,-0.397153166773378,2.3283865718963,left_leg_link1,0.63368727422467,-0.773589321594932,0,,,,,,,,,,,,
left_leg_link3,-0.00741531294762859,-0.0486812793753787,0.0882271585814389,0,0,0,0.0250670074993935,8.80550688428954E-06,-3.11010600789076E-07,7.6255135823437E-08,8.5767044751367E-06,-1.14959898609696E-07,1.57008905750907E-05,-0.00454314874685681,-0.0528041119849176,0.0728833113409351,-3.14159265358978,2.37065177247415E-14,-2.53072741539179,package://bowser_color/meshes/left_leg_link3.3dxml,1,0.8,0.2,1,-0.00454314874685681,-0.0528041119849176,0.0728833113409351,-3.14159265358978,2.37065177247415E-14,-2.53072741539179,package://bowser_color/meshes/left_leg_link3.3dxml,,bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link1_assem-1/bowser_leg_foot_link1_servo_hone-1;bowser_leg_dual_assem-1/bowser_leg_assem-1/bowser_leg_foot_link1_assem-1/bowser_leg_foot_link1_main-1,left_leg_link3_coodinate,left_leg_link3_axis,left_leg3,continuous,0,0,-0.0509999999999373,0.959931088596871,0,-0.884485917130886,left_leg_link2,-1,0,0,,,,,,,,,,,,
